,Comment,Likes,Time,UserLink,user
323,Nih mah iklanya top markotop dah ayuhh pakai gosend ramaiii kueenn,7,2 months ago,/channel/UCocMOKWwZH4FRbbqKaThY7w,muhammad romin
324,Kereeen Ariell,6,2 months ago,/channel/UCOWUFsh2tCebEMH1WQCEbSw,wildan fawzi
325,Baru iklan ini yg ga gue skip 😆,5,2 months ago,/channel/UCXTORUOn7jJuZWe-pIi6aAQ,ifunk josafhat khelif
326,Aku terhibur kalau iklannya kayak gini,6,2 months ago,/channel/UCDsXa9zP_0jnFLeW98KH1ew,Wiji Lestari
327,Luar biasa😄 kocaknya,4,2 months ago,/channel/UCwFOkws_zy84wYAv6thZaeQ,Ahmad Hidayatullah
328,Cuma gojek yg bisa bikin seorang Ariel jadi receh begini hahahaha,9,2 months ago,/channel/UCMErLBbOnhvAMvsxuHel26w,helmi engaw
329,Gokil🤘🤘,7,2 months ago,/channel/UCnYC2bu0WpKtjHl0hcJPKFA,adhe Rama
330,🤣🤣gokilllll abieeeezzzzzzz,3,2 months ago,/channel/UCsakabiPgu4sJCZLUUH-_aA,Yuni Murdiningsih
331,Keren pokoknya,3,2 months ago,/channel/UCBbX1vK_kZnlgDbTqOWJJlw,Mari harahap
332,"Iklan paling menarik sepanjang sejarah.
Emang mahal nih orang",7,2 months ago,/channel/UCT3lYJZXHr0RBGvo4DiM7Jg,Zulkarnaen Andi
333,Lucu pisan🤣,4,2 months ago,/channel/UC21rJKXUYxXhHqDzAkytasg,Minda Permadi
334,Iklan kok ditonton? Tapi iklan ini lucu. Dan Pak Ariel nya juga lucu....,5,2 months ago,/channel/UCEahkMFhyCx8m73JymSi73Q,dian prabawani
335,Keren sihh ini iklan terkereenn,7,2 months ago,/channel/UC4Ln8j7wJQ9cg8udcDllHRQ,Oman Lala
336,"baru kali ini liat iklan gak mau di skip,",5,2 months ago,/channel/UCrzr5xkI1bXV_ZErMYS44qg,Dhivan Sound
337,Kreatif bgt gosend bikin iklan...btw yg jadi bintang iklan nya mirip ariel ya....,4,2 months ago,/channel/UCZNxbCPEnfWYKp5U8tKuNmQ,Elvin Ed
338,Keren sumpah,9,2 months ago,/channel/UC6csiQ2tyWhUD5lFoAeEHKw,Mufid Ngabdul
339,Kangen konser yak?? Ampe beneran gabut begini 🤣🤣 hati-hati ini para pelawak nambah saingan 😄,3,2 months ago,/channel/UCz0dDTxGRVBZ8E-acc-qIbw,Thalita Shaafa Kamiilah
340,Biasanya lihat iklan tu langsung skip tapi yg ini ko betah yaa sampe tuntas ..,11,2 months ago,/channel/UCS0YWSVrd0tJML-asqwJpHQ,Achmad Setyo
341,gojek tokopedia   💞,4,2 months ago,/channel/UCB_6nF-3Dts1o8YW3-0r4FQ,ꦪꦤ ꧑꧕
342,"Tf is this? 😂
Never thought ariel would do something like this 🤣👍🏻",6,1 month ago,/channel/UC50htRuBmC0dkvnbBIywObg,Good Boi
343,Kreatif... 😂😂,7,2 months ago,/channel/UCCjzmvFsDagzPN7wbrtXPxA,HitTut S
344,Bagus nih iklan😅😅😅 sutradaranya top,3,2 months ago,/channel/UCrmComG8hcvu-xaGed0l7ag,Rangga Aji Baskara
345,karena sepatuuhh aaakuuuu diiisiniiii~ 😂🤣,5,2 months ago,/channel/UCHLjTfEsLZce0pmv6175kbw,mchmfarhan
346,jokes bapak bapak bgt ya allah bor🤣🤣🤣,8,2 months ago,/channel/UCdgGoepYH83C-nxFwFMxwmw,Ariesta Apriliyawati
347,"Keren gojek dan ariel noah
Salam dr bogor kang hendi channel",4,1 month ago,/channel/UChQ1l2Cn5FuRFsW7ah7Gyfg,Kang Hendi Channel
348,hahaha creatipppp beut!!!,4,2 months ago,/channel/UCydWz6RiPD6eSeII165yjzg,Harvey Tupamahu
349,Mantap iklan nya bagus banget..,8,2 months ago,/channel/UC83VWF3ydlRCSNcKn0p0Wmg,hamdanatt att
350,real Ariel.hehe. . .keren dan menghibur,3,2 months ago,/channel/UCiDFetyV8SJvgpyMV3DY6tw,Ujang Dewi
351,"Gojek cuman berfokus sama kesejahteraan costumer, sedangkan untuk driver malah sebaliknya",2,2 months ago,/channel/UCRKAQt45a9Zw6N43rJulHQQ,Hendi Darto
352,Keren banget,7,2 months ago,/channel/UCvhYMBBmS0ivUB03dA3BpAg,Alta Reza
353,"Ngakak gue 🤣😝
Lucu sekali",4,2 months ago,/channel/UCDvyzxFJNktHyLJs6_RGn4g,Dave Official
354,"Dilanjut iklannya, itu kan boril mau kluar nungguin sepatu dlu, stelah itu boril mau kluar eh tiba2 hujan, mau bawa mobil tapi mobilnya baru banget dicuci, sayang klo kotor lagi, nah disitu munculah ide untuk pesan gocar.. 👍👍👍",2,3 weeks ago,/channel/UC0oKCzQowY8P97nWDEYzcHQ,Olemik Bermimpi
355,lucu bgt 🤣👍,6,2 months ago,/channel/UC9zKfFT4NvcFOxEQKLw8N6Q,Ety Suprih
356,"Hahahaha bang Ariel nih bisa aeee,, wkwk KERREN",2,2 months ago,/channel/UCYUoGy1mKjs1xU1TNfnfhPg,Fikri Fahruroji
357,"Dari tahun 2018 saya jadi driver gosend, lama2 lelah juga, jarak pengantaran antar kota antar propinsi.",2,2 months ago,/channel/UCme3ES_bxsbAd14PcXCxe9Q,Yasin supriyanto
358,Baru pertama liat iklan dg ikhlas😂,7,2 months ago,/channel/UCsVNKsMSsNMBUGDm-v9huQA,Đøçì
359,Luar Biasaaaa,5,2 months ago,/channel/UC7CKBSET3v8ndwKH2olQX9Q,Hengkydforlan Hengky
360,Mantul Iklannya Ariel Noah 👍,7,2 months ago,/channel/UCnNY0UakBvXYyegLhOurhIA,Azhari Wahyudi
361,"Hh lucu juga 
Padahal cuma iklan tp Gw puter berkali2 knp y...",5,2 months ago,/channel/UCvtekWIktoLwS7c9l2xvlXQ,Uddin S
362,Gue ulang terusssssss. Ngakak,5,2 months ago,/channel/UC5-P_afl7K4P_8o8VpJ8BoA,Nonaduma
363,"Biyasanya klo ada iklan langsung aq skip😏, tp klo ini mlh w puter ulang 2 kali njirrrr...😅🤣🤣",7,1 month ago (edited),/channel/UCuP_t5xlnGZD-iMS8rAa7Ug,Sueb Cupu
364,"Kreatif, keren....",4,2 months ago,/channel/UCpk0adRUKCkMJjAIIhf4eAQ,Fauzi Rambe
365,Gokillll...go kilatt😅,3,2 months ago,/channel/UCtyTlPirpG8BPNV9ONbCaig,Tri Haspi
366,"Keren, idola",8,2 months ago,/channel/UCl2B2v5UU8cdKKSBR0b-YMQ,Maharani
367,Pengen bungkus Mas Ariel terus aku bawa pulang!,3,2 months ago,/channel/UCGlQ8gjJnCXnIKQ65edN1gQ,Intan nanoel
368,Nih iklan gurih bener kayak bumbu indomie goreng,5,2 months ago,/channel/UCaheps4RBxSbs6ajeKDmuNA,Gunawan Agun
369,Walaaahh..kocaaak pisan😂😂😂😂😂😂😂,6,2 months ago,/channel/UC_SWra_xEsxMNQzyIhPiqlw,chesster
370,Buahahaha nungguin paket dateng udah kyak nungguin istri pulang dari pasar.,3,2 months ago,/channel/UCYtPj2figxjuwMqYb6xO7Cw,Tito Alf
371,Marketing gojek pintar kali abang ini,4,2 months ago,/channel/UC672stF7_4IU9m14AhbxN7Q,Supyanto Aja
372,Karen banget a boriel,14,2 months ago,/channel/UCC3GqDj4jg_dZ_xxs4u3m0w,Janur nurjaman
373,Mantap untuk Abang Ariel,3,2 months ago,/channel/UCBbX1vK_kZnlgDbTqOWJJlw,Mari harahap
374,Gokil bgt konsepny wkwkwlw,4,2 months ago,/channel/UCt9lYHhZceRyymy6kFDWXhA,Ciamis Mania
375,Sebelum meluncur iklan di tv ini mh udah keburu trending di youtoub...awok...awok..josss boriiiel...kerrrenn,11,2 months ago,/channel/UCVZoRnPt3WwD593gcBvEJQA,Mia Isporima
376,Mantap banget ka.,5,1 month ago,/channel/UCmdMB2MVJ4C2bKuRyQrUuag,Rohman Hasyim
377,"Anjir, antara serius dan gak serius nih nonton harus 5 kali.",5,2 months ago,/channel/UC_E8O77jW4ak8__IIgFxxYQ,Aditya Cipta Gumilar [Nciv]
378,First time to see boriel's house,57,2 months ago,/channel/UCcoAXKuRhRuAux1ZTdLI0vw,Briliant Agung Madani
379,"kalau disetiap iklan ariel disuruh ngelawak, lama-lama ariel ganti profesi ini 😌",2,2 months ago,/channel/UCM2aJ0vhCHZMnSkV6hm7FDg,Singgih Priyo w
380,Bgus bnget suarany,6,2 months ago,/channel/UC1DBzI8vspFTio7F4N9GZcw,Wisnu Dena
381,Good one 😂,2,2 months ago,/channel/UCYnqCqH0sGpOucGfR_Iys2w,Sherloque Wells
382,Cuma iklan ini doang yg gw liat ampe abisss😂😂😂,5,2 months ago,/channel/UCb_UmFXMfsr3ChssN_JNlfA,ilmam kasyfurrahman
383,Ngakak keren,42,2 months ago,/channel/UCHh_lcv_DDHQbE5NqML6rkQ,yusuf alfaldi
384,Keren nih iklan nya mantap,4,1 month ago,/channel/UCfeb_Ea9L8NF9DPfVcmRY9Q,Nur Hidayatulloh
385,Kenapa gak jadi aktor film ya .padahal actingnya natural 👍👍,6,1 month ago,/channel/UCSH4H4bc8Q7nvAtUFx_Dnbw,ERIE JOKER KID'S
386,"gergaji = gaji yg lebih ger 🤪
kalau aku stuck di kamu aa borill 😀",8,2 months ago,/channel/UCeDjDMZUzp9lZb8RAai7Jng,vea Lovea
387,Kerennnnnn betzz,4,2 months ago,/channel/UC1-v7Kz9599qv9oCd8FbTcg,Kiki Mandasari
388,"Haha, mantap iklannya kang bor",3,2 months ago,/channel/UCnXBpFrTDKWljsIAd9o7wEQ,Rian Kloito
389,"Iklan aja udah naik 1,2 jt penonton nih keren bang boriel",10,2 months ago,/channel/UCo8Qph7XVHXS3gyWVmE64fg,adi ismunandar
390,"""Iri ngga..irilah masa ngga"" ngakak",5,2 months ago,/channel/UCdoLsUD3SNWllMVgI1dqBaQ,Adul L
391,Aku menunggumu iya aku menunggumu paket dari GOSEND hahaha,5,2 months ago,/channel/UCicN2yXK3IPb1RU-uxIi7sA,Sahabat Noah Pasuruan
392,"""KARENA SEPATU AKU DISINI""",6,2 months ago,/channel/UCjQR0h0R-N2vj41DjzBJv4Q,pending selamanya
393,Nominasi iklan terbaik nih,3,2 months ago,/channel/UC70g47NU28gdNRDpJKjVUWw,Yusuf Gresik
394,Karna sepatu aku disini njir lirik nya keren,3,2 months ago,/channel/UCGw028v_SfZztwMjMB7etew,Cah Blitar
395,Kren bang bor.. Lanjutt lah,9,2 months ago,/channel/UCl0llc62_VrjAl46Lsa7f0Q,C'juNonG tEa
396,Njiss Alus si Boriel apa aja cocok dia mah ya..serba bisa saluttt,3,2 months ago,/channel/UCm0IiTkqFNgOxu0w5310bNg,Airlangga Airlangga
397,Kaarena seepaaaatuuu aaaaakuuuu diiii siiniiiiii...beliau luar biasa,5,2 months ago,/channel/UC60Q-FWA180Woi_uauAxxIQ,INSOM
398,"Edaaannn, iklannya udah kyak short movie comedy hahaha",6,2 months ago,/channel/UCYtPj2figxjuwMqYb6xO7Cw,Tito Alf
399,Hahahaha ariel mantap,3,2 months ago,/channel/UCKRqJ4K6eNYINcjSfiCMp9g,Rizky Nurzaman
